Country Name,Country Code,Indicator Name_x,Year,Inflation,Indicator Name_y,GDP_per_capita,Indicator Name,Exchange_Rate
Africa Western and Central,AFW,"Inflation, consumer prices (annual %)",2012,4.57837463515946,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1750.0258910552
Angola,AGO,"Inflation, consumer prices (annual %)",2012,10.2779049218839,"Official exchange rate (LCU per US$, period average)",95.467955421311,GDP per capita (constant 2015 US$),3236.57494513146
Albania,ALB,"Inflation, consumer prices (annual %)",2012,2.03159268395297,"Official exchange rate (LCU per US$, period average)",108.184166666667,GDP per capita (constant 2015 US$),3720.22876474985
Andorra,AND,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),36206.9784343227
Arab World,ARB,"Inflation, consumer prices (annual %)",2012,4.56353694438819,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),6196.73883024471
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",2012,0.662268900269053,"Official exchange rate (LCU per US$, period average)",3.6725,GDP per capita (constant 2015 US$),42868.0975048418
Argentina,ARG,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",4.53693436018746,GDP per capita (constant 2015 US$),13754.4254235596
Armenia,ARM,"Inflation, consumer prices (annual %)",2012,2.55802007757904,"Official exchange rate (LCU per US$, period average)",401.763975626916,GDP per capita (constant 2015 US$),3159.75860786889
American Samoa,ASM,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),12068.2667374983
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",2012,3.37688044338876,"Official exchange rate (LCU per US$, period average)",2.7,GDP per capita (constant 2015 US$),15989.3900199779
Australia,AUS,"Inflation, consumer prices (annual %)",2012,1.76278015613196,"Official exchange rate (LCU per US$, period average)",0.965801030658708,GDP per capita (constant 2015 US$),55257.5739287362
Austria,AUT,"Inflation, consumer prices (annual %)",2012,2.48567562177015,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),44221.4599530893
Azerbaijan,AZE,"Inflation, consumer prices (annual %)",2012,1.06621339720303,"Official exchange rate (LCU per US$, period average)",0.785645349462366,GDP per capita (constant 2015 US$),5193.175009361
Burundi,BDI,"Inflation, consumer prices (annual %)",2012,18.1610453065451,"Official exchange rate (LCU per US$, period average)",1442.505625,GDP per capita (constant 2015 US$),293.232620547249
Belgium,BEL,"Inflation, consumer prices (annual %)",2012,2.83966343445896,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),40074.492800399
Benin,BEN,"Inflation, consumer prices (annual %)",2012,6.74468253340713,"Official exchange rate (LCU per US$, period average)",510.556338454251,GDP per capita (constant 2015 US$),943.918771531001
Burkina Faso,BFA,"Inflation, consumer prices (annual %)",2012,3.81815240252386,"Official exchange rate (LCU per US$, period average)",510.556338454251,GDP per capita (constant 2015 US$),600.731343697818
Bangladesh,BGD,"Inflation, consumer prices (annual %)",2012,6.21750422069283,"Official exchange rate (LCU per US$, period average)",81.8626583333333,GDP per capita (constant 2015 US$),1050.39140404066
Bulgaria,BGR,"Inflation, consumer prices (annual %)",2012,2.95456829831017,"Official exchange rate (LCU per US$, period average)",1.52205,GDP per capita (constant 2015 US$),6693.42776100824
Bahrain,BHR,"Inflation, consumer prices (annual %)",2012,2.75739669962981,"Official exchange rate (LCU per US$, period average)",0.376,GDP per capita (constant 2015 US$),23894.8804447088
"Bahamas, The",BHS,"Inflation, consumer prices (annual %)",2012,1.97336755976255,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),31553.6206928091
Bosnia and Herzegovina,BIH,"Inflation, consumer prices (annual %)",2012,2.05267452001717,"Official exchange rate (LCU per US$, period average)",1.5222099744513,GDP per capita (constant 2015 US$),4138.70218363601
Belarus,BLR,"Inflation, consumer prices (annual %)",2012,59.2197360232519,"Official exchange rate (LCU per US$, period average)",0.833689833333333,GDP per capita (constant 2015 US$),6052.63737227717
Belize,BLZ,"Inflation, consumer prices (annual %)",2012,1.30058074547862,"Official exchange rate (LCU per US$, period average)",2.0,GDP per capita (constant 2015 US$),5866.25148992843
Bermuda,BMU,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),108040.575659203
Bolivia,BOL,"Inflation, consumer prices (annual %)",2012,4.51560291399369,"Official exchange rate (LCU per US$, period average)",6.91,GDP per capita (constant 2015 US$),2657.23884915854
Brazil,BRA,"Inflation, consumer prices (annual %)",2012,5.40349914037005,"Official exchange rate (LCU per US$, period average)",1.95306861112487,GDP per capita (constant 2015 US$),9167.49923929815
Barbados,BRB,"Inflation, consumer prices (annual %)",2012,4.53334753888772,"Official exchange rate (LCU per US$, period average)",2.0,GDP per capita (constant 2015 US$),19438.2179113021
Brunei Darussalam,BRN,"Inflation, consumer prices (annual %)",2012,0.111766261400265,"Official exchange rate (LCU per US$, period average)",1.24956701649958,GDP per capita (constant 2015 US$),33544.538880398
Bhutan,BTN,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",53.4372333333333,GDP per capita (constant 2015 US$),2654.74798946027
Botswana,BWA,"Inflation, consumer prices (annual %)",2012,7.53690261091912,"Official exchange rate (LCU per US$, period average)",7.640525,GDP per capita (constant 2015 US$),5742.919242654
Central African Republic,CAF,"Inflation, consumer prices (annual %)",2012,5.47829594346121,"Official exchange rate (LCU per US$, period average)",510.556338454251,GDP per capita (constant 2015 US$),553.729578314912
Canada,CAN,"Inflation, consumer prices (annual %)",2012,1.51567823124525,"Official exchange rate (LCU per US$, period average)",0.999364743593074,GDP per capita (constant 2015 US$),42320.6431330726
Central Europe and the Baltics,CEB,"Inflation, consumer prices (annual %)",2012,3.33492267693444,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),11544.5451357668
Switzerland,CHE,"Inflation, consumer prices (annual %)",2012,-0.692552018105286,"Official exchange rate (LCU per US$, period average)",0.937684480709349,GDP per capita (constant 2015 US$),81964.8864937809
Channel Islands,CHI,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",0.633046988857327,GDP per capita (constant 2015 US$),60866.085192313
Chile,CHL,"Inflation, consumer prices (annual %)",2012,3.00744840213053,"Official exchange rate (LCU per US$, period average)",486.471303391053,GDP per capita (constant 2015 US$),12882.834417927
China,CHN,"Inflation, consumer prices (annual %)",2012,2.61952432645539,"Official exchange rate (LCU per US$, period average)",6.31233282683186,GDP per capita (constant 2015 US$),6723.19443752823
Cote d'Ivoire,CIV,"Inflation, consumer prices (annual %)",2012,1.30451119915597,"Official exchange rate (LCU per US$, period average)",510.556338454251,GDP per capita (constant 2015 US$),1503.43433046682
Cameroon,CMR,"Inflation, consumer prices (annual %)",2012,2.73529677529534,"Official exchange rate (LCU per US$, period average)",510.556338454251,GDP per capita (constant 2015 US$),1319.66961634054
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",919.755016666667,GDP per capita (constant 2015 US$),407.671076943679
"Congo, Rep.",COG,"Inflation, consumer prices (annual %)",2012,5.01018773134469,"Official exchange rate (LCU per US$, period average)",510.556338454251,GDP per capita (constant 2015 US$),2467.06102906839
Colombia,COL,"Inflation, consumer prices (annual %)",2012,3.16930188840057,"Official exchange rate (LCU per US$, period average)",1798.01166666667,GDP per capita (constant 2015 US$),5675.75617978305
Comoros,COM,"Inflation, consumer prices (annual %)",2012,6.31474450315182,"Official exchange rate (LCU per US$, period average)",382.917253840688,GDP per capita (constant 2015 US$),1227.8383415516
Cabo Verde,CPV,"Inflation, consumer prices (annual %)",2012,2.54039644167108,"Official exchange rate (LCU per US$, period average)",86.3189541847042,GDP per capita (constant 2015 US$),3341.7421054836
Costa Rica,CRI,"Inflation, consumer prices (annual %)",2012,4.49545314354611,"Official exchange rate (LCU per US$, period average)",502.901461981567,GDP per capita (constant 2015 US$),11001.5192856643
Caribbean small states,CSS,"Inflation, consumer prices (annual %)",2012,2.50461059084476,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),14138.3838872356
Cuba,CUB,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),7109.24834185635
Curacao,CUW,"Inflation, consumer prices (annual %)",2012,3.18398746349455,"Official exchange rate (LCU per US$, period average)",1.79,GDP per capita (constant 2015 US$),20277.5111916571
Cayman Islands,CYM,"Inflation, consumer prices (annual %)",2012,1.18894845245605,"Official exchange rate (LCU per US$, period average)",0.83333,GDP per capita (constant 2015 US$),77074.3890872511
Cyprus,CYP,"Inflation, consumer prices (annual %)",2012,2.38905410042318,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),24285.49609375
Czechia,CZE,"Inflation, consumer prices (annual %)",2012,3.28762306610406,"Official exchange rate (LCU per US$, period average)",19.5775,GDP per capita (constant 2015 US$),16772.3539223328
Germany,DEU,"Inflation, consumer prices (annual %)",2012,2.00848884782953,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),40829.0348938423
Djibouti,DJI,"Inflation, consumer prices (annual %)",2012,3.7312095075689,"Official exchange rate (LCU per US$, period average)",177.721,GDP per capita (constant 2015 US$),
Dominica,DMA,"Inflation, consumer prices (annual %)",2012,1.35677147808864,"Official exchange rate (LCU per US$, period average)",2.7,GDP per capita (constant 2015 US$),8532.34388117289
Denmark,DNK,"Inflation, consumer prices (annual %)",2012,2.39791485664643,"Official exchange rate (LCU per US$, period average)",5.79247553703916,GDP per capita (constant 2015 US$),51470.689845427
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",2012,3.69449707884777,"Official exchange rate (LCU per US$, period average)",39.3203008432258,GDP per capita (constant 2015 US$),5860.29893321013
Algeria,DZA,"Inflation, consumer prices (annual %)",2012,8.8914509106232,"Official exchange rate (LCU per US$, period average)",77.5359666666667,GDP per capita (constant 2015 US$),4518.43978956464
East Asia & Pacific (excluding high income),EAP,"Inflation, consumer prices (annual %)",2012,3.02093170729893,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),5511.82854369397
Early-demographic dividend,EAR,"Inflation, consumer prices (annual %)",2012,5.01245237398259,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),2967.59848958026
East Asia & Pacific,EAS,"Inflation, consumer prices (annual %)",2012,2.93431609293952,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),8551.14311350086
Europe & Central Asia (excluding high income),ECA,"Inflation, consumer prices (annual %)",2012,3.31605566687647,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),5659.28510712076
Europe & Central Asia,ECS,"Inflation, consumer prices (annual %)",2012,2.77333854051582,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),21867.202832463
Ecuador,ECU,"Inflation, consumer prices (annual %)",2012,5.10172180958668,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),5579.85624282158
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",2012,7.11172943343081,"Official exchange rate (LCU per US$, period average)",6.05605833333333,GDP per capita (constant 2015 US$),3220.99194203067
Euro area,EMU,"Inflation, consumer prices (annual %)",2012,2.54154474108013,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),33521.8333777348
Eritrea,ERI,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",15.375,GDP per capita (constant 2015 US$),
Spain,ESP,"Inflation, consumer prices (annual %)",2012,2.44612782366812,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),24763.568274484
Estonia,EST,"Inflation, consumer prices (annual %)",2012,3.93339987296984,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),16460.6843479001
Ethiopia,ETH,"Inflation, consumer prices (annual %)",2012,23.600417677317,"Official exchange rate (LCU per US$, period average)",17.7047613782674,GDP per capita (constant 2015 US$),500.91935528473
European Union,EUU,"Inflation, consumer prices (annual %)",2012,2.6628416550802,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),29700.6173366773
Fragile and conflict affected situations,FCS,"Inflation, consumer prices (annual %)",2012,5.47829594346121,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1822.79460884141
Finland,FIN,"Inflation, consumer prices (annual %)",2012,2.80833622561575,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),43507.9345371578
Fiji,FJI,"Inflation, consumer prices (annual %)",2012,3.42337523401979,"Official exchange rate (LCU per US$, period average)",1.78989281741094,GDP per capita (constant 2015 US$),4427.97844455036
France,FRA,"Inflation, consumer prices (annual %)",2012,1.95419531613501,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),36161.2918253465
Faroe Islands,FRO,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",5.79247553703916,GDP per capita (constant 2015 US$),47303.8655939098
"Micronesia, Fed. Sts.",FSM,"Inflation, consumer prices (annual %)",2012,5.01850353045627,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),2979.68061790385
Gabon,GAB,"Inflation, consumer prices (annual %)",2012,2.65241828695621,"Official exchange rate (LCU per US$, period average)",510.556338454251,GDP per capita (constant 2015 US$),6803.22668079211
United Kingdom,GBR,"Inflation, consumer prices (annual %)",2012,2.57323479654526,"Official exchange rate (LCU per US$, period average)",0.633046988857327,GDP per capita (constant 2015 US$),42794.7752628767
Georgia,GEO,"Inflation, consumer prices (annual %)",2012,-0.943658853270964,"Official exchange rate (LCU per US$, period average)",1.65125833333333,GDP per capita (constant 2015 US$),3609.780798626
Ghana,GHA,"Inflation, consumer prices (annual %)",2012,11.1863409441067,"Official exchange rate (LCU per US$, period average)",1.82486666666667,GDP per capita (constant 2015 US$),1640.54072088003
Gibraltar,GIB,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",0.633046988857327,GDP per capita (constant 2015 US$),
Guinea,GIN,"Inflation, consumer prices (annual %)",2012,15.2262941038638,"Official exchange rate (LCU per US$, period average)",6985.82902633333,GDP per capita (constant 2015 US$),719.505916794546
"Gambia, The",GMB,"Inflation, consumer prices (annual %)",2012,4.25432199813901,"Official exchange rate (LCU per US$, period average)",32.0771338886217,GDP per capita (constant 2015 US$),639.139881889048
Guinea-Bissau,GNB,"Inflation, consumer prices (annual %)",2012,2.13054580274496,"Official exchange rate (LCU per US$, period average)",510.556338454251,GDP per capita (constant 2015 US$),630.66862302825
Equatorial Guinea,GNQ,"Inflation, consumer prices (annual %)",2012,3.65662048278811,"Official exchange rate (LCU per US$, period average)",510.556338454251,GDP per capita (constant 2015 US$),11650.7196270884
Greece,GRC,"Inflation, consumer prices (annual %)",2012,1.50152696177755,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),17924.6620496886
Grenada,GRD,"Inflation, consumer prices (annual %)",2012,2.41077704021857,"Official exchange rate (LCU per US$, period average)",2.7,GDP per capita (constant 2015 US$),7559.5628483956
Greenland,GRL,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",5.79247553703916,GDP per capita (constant 2015 US$),43655.7004664255
Guatemala,GTM,"Inflation, consumer prices (annual %)",2012,3.78180754679684,"Official exchange rate (LCU per US$, period average)",7.83360541666667,GDP per capita (constant 2015 US$),3655.57305351208
Guam,GUM,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),33404.9317636913
Guyana,GUY,"Inflation, consumer prices (annual %)",2012,2.39193521312333,"Official exchange rate (LCU per US$, period average)",204.358333333333,GDP per capita (constant 2015 US$),5403.79899428921
High income,HIC,"Inflation, consumer prices (annual %)",2012,2.710119177355,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),35030.60694981
"Hong Kong SAR, China",HKG,"Inflation, consumer prices (annual %)",2012,4.05390950903844,"Official exchange rate (LCU per US$, period average)",7.75641666666666,GDP per capita (constant 2015 US$),39887.8335718295
Honduras,HND,"Inflation, consumer prices (annual %)",2012,5.19618615531849,"Official exchange rate (LCU per US$, period average)",19.5022495121615,GDP per capita (constant 2015 US$),2188.39378817891
Heavily indebted poor countries (HIPC),HPC,"Inflation, consumer prices (annual %)",2012,6.01429442253115,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),853.478503714767
Croatia,HRV,"Inflation, consumer prices (annual %)",2012,3.41207349081365,"Official exchange rate (LCU per US$, period average)",5.85029183333333,GDP per capita (constant 2015 US$),11780.5330067439
Haiti,HTI,"Inflation, consumer prices (annual %)",2012,5.01804155429243,"Official exchange rate (LCU per US$, period average)",41.9497229523156,GDP per capita (constant 2015 US$),1354.88546124499
Hungary,HUN,"Inflation, consumer prices (annual %)",2012,5.6521451708865,"Official exchange rate (LCU per US$, period average)",225.104166666667,GDP per capita (constant 2015 US$),11440.7622718825
IBRD only,IBD,"Inflation, consumer prices (annual %)",2012,4.21238075950269,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),4992.88349505787
IDA & IBRD total,IBT,"Inflation, consumer prices (annual %)",2012,4.6118443220664,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),4059.83584415616
IDA total,IDA,"Inflation, consumer prices (annual %)",2012,5.32312847064055,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1252.79572531256
IDA blend,IDB,"Inflation, consumer prices (annual %)",2012,4.17763587102518,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1786.63657405362
Indonesia,IDN,"Inflation, consumer prices (annual %)",2012,4.27951426919427,"Official exchange rate (LCU per US$, period average)",9386.62916666667,GDP per capita (constant 2015 US$),2930.518445323
IDA only,IDX,"Inflation, consumer prices (annual %)",2012,5.9413013158571,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),960.645749003179
Isle of Man,IMN,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",0.633046988857327,GDP per capita (constant 2015 US$),77009.2978612012
India,IND,"Inflation, consumer prices (annual %)",2012,9.47899691419798,"Official exchange rate (LCU per US$, period average)",53.4372333333333,GDP per capita (constant 2015 US$),1333.09626557668
Not classified,INX,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),
Ireland,IRL,"Inflation, consumer prices (annual %)",2012,1.69474116680362,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),47217.44319652
"Iran, Islamic Rep.",IRN,"Inflation, consumer prices (annual %)",2012,27.2568127242908,"Official exchange rate (LCU per US$, period average)",12175.5472222222,GDP per capita (constant 2015 US$),5058.64637811833
Iraq,IRQ,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",1166.16666666667,GDP per capita (constant 2015 US$),4387.90469058707
Iceland,ISL,"Inflation, consumer prices (annual %)",2012,5.185899887507,"Official exchange rate (LCU per US$, period average)",125.082787013769,GDP per capita (constant 2015 US$),49191.5744141001
Israel,ISR,"Inflation, consumer prices (annual %)",2012,1.67553715750051,"Official exchange rate (LCU per US$, period average)",3.85592182539683,GDP per capita (constant 2015 US$),34738.6587001
Italy,ITA,"Inflation, consumer prices (annual %)",2012,3.04136333226773,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),30953.4147447427
Jamaica,JAM,"Inflation, consumer prices (annual %)",2012,6.87397708674309,"Official exchange rate (LCU per US$, period average)",88.7498023876452,GDP per capita (constant 2015 US$),5010.45966015885
Jordan,JOR,"Inflation, consumer prices (annual %)",2012,4.51522956670997,"Official exchange rate (LCU per US$, period average)",0.71,GDP per capita (constant 2015 US$),4677.47613977192
Japan,JPN,"Inflation, consumer prices (annual %)",2012,-0.0440645104432608,"Official exchange rate (LCU per US$, period average)",79.7904554170065,GDP per capita (constant 2015 US$),33518.4449368599
Kazakhstan,KAZ,"Inflation, consumer prices (annual %)",2012,5.19568369035063,"Official exchange rate (LCU per US$, period average)",149.1125,GDP per capita (constant 2015 US$),9531.91477617058
Kenya,KEN,"Inflation, consumer prices (annual %)",2012,9.37777003547595,"Official exchange rate (LCU per US$, period average)",84.5296017573529,GDP per capita (constant 2015 US$),1396.30178709756
Kyrgyz Republic,KGZ,"Inflation, consumer prices (annual %)",2012,2.76844236540956,"Official exchange rate (LCU per US$, period average)",47.0044791422568,GDP per capita (constant 2015 US$),985.8472865972
Cambodia,KHM,"Inflation, consumer prices (annual %)",2012,2.93431609293952,"Official exchange rate (LCU per US$, period average)",4033.0,GDP per capita (constant 2015 US$),1295.25271477893
Kiribati,KIR,"Inflation, consumer prices (annual %)",2012,-3.04586292775568,"Official exchange rate (LCU per US$, period average)",0.965801030658708,GDP per capita (constant 2015 US$),1405.5029344967
St. Kitts and Nevis,KNA,"Inflation, consumer prices (annual %)",2012,0.816089281562427,"Official exchange rate (LCU per US$, period average)",2.7,GDP per capita (constant 2015 US$),17770.4963640576
"Korea, Rep.",KOR,"Inflation, consumer prices (annual %)",2012,2.18707104433316,"Official exchange rate (LCU per US$, period average)",1126.80666666667,GDP per capita (constant 2015 US$),26680.2754448705
Kuwait,KWT,"Inflation, consumer prices (annual %)",2012,3.25514600287216,"Official exchange rate (LCU per US$, period average)",0.279935558333333,GDP per capita (constant 2015 US$),33578.3310729295
Latin America & Caribbean (excluding high income),LAC,"Inflation, consumer prices (annual %)",2012,3.9466586787499,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),8208.83313243338
Lao PDR,LAO,"Inflation, consumer prices (annual %)",2012,4.25512677832095,"Official exchange rate (LCU per US$, period average)",8006.58203188054,GDP per capita (constant 2015 US$),1774.63585203672
Lebanon,LBN,"Inflation, consumer prices (annual %)",2012,6.58147447683681,"Official exchange rate (LCU per US$, period average)",1507.5,GDP per capita (constant 2015 US$),8920.8056984673
Liberia,LBR,"Inflation, consumer prices (annual %)",2012,6.83178703418543,"Official exchange rate (LCU per US$, period average)",73.5147720797721,GDP per capita (constant 2015 US$),674.360011422232
Libya,LBY,"Inflation, consumer prices (annual %)",2012,6.05980392156859,"Official exchange rate (LCU per US$, period average)",1.26165963821484,GDP per capita (constant 2015 US$),12599.258882136
St. Lucia,LCA,"Inflation, consumer prices (annual %)",2012,4.17763587102518,"Official exchange rate (LCU per US$, period average)",2.7,GDP per capita (constant 2015 US$),10517.2777635533
Latin America & Caribbean,LCN,"Inflation, consumer prices (annual %)",2012,3.78180754679684,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),8635.25206265996
Least developed countries: UN classification,LDC,"Inflation, consumer prices (annual %)",2012,6.31474450315182,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),908.701952675905
Low income,LIC,"Inflation, consumer prices (annual %)",2012,6.58776239392586,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),767.64883546576
Liechtenstein,LIE,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),
Sri Lanka,LKA,"Inflation, consumer prices (annual %)",2012,7.54291373239432,"Official exchange rate (LCU per US$, period average)",127.60335350681,GDP per capita (constant 2015 US$),3484.79049043958
Lower middle income,LMC,"Inflation, consumer prices (annual %)",2012,5.9413013158571,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1627.33736049755
Low & middle income,LMY,"Inflation, consumer prices (annual %)",2012,5.00686319367274,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),3830.53202784228
Lesotho,LSO,"Inflation, consumer prices (annual %)",2012,6.05143662139971,"Official exchange rate (LCU per US$, period average)",8.20996862659332,GDP per capita (constant 2015 US$),1086.39034816283
Late-demographic dividend,LTE,"Inflation, consumer prices (annual %)",2012,3.31605566687647,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),7301.18036733616
Lithuania,LTU,"Inflation, consumer prices (annual %)",2012,3.08998277055415,"Official exchange rate (LCU per US$, period average)",2.68629166666667,GDP per capita (constant 2015 US$),12516.6184065667
Luxembourg,LUX,"Inflation, consumer prices (annual %)",2012,2.6628416550802,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),104487.744312565
Latvia,LVA,"Inflation, consumer prices (annual %)",2012,2.2577892437459,"Official exchange rate (LCU per US$, period average)",0.546875,GDP per capita (constant 2015 US$),11971.0107466522
"Macao SAR, China",MAC,"Inflation, consumer prices (annual %)",2012,6.1073892833655,"Official exchange rate (LCU per US$, period average)",7.9898635,GDP per capita (constant 2015 US$),93164.0155206906
St. Martin (French part),MAF,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),
Morocco,MAR,"Inflation, consumer prices (annual %)",2012,1.28712240079214,"Official exchange rate (LCU per US$, period average)",8.62844458333333,GDP per capita (constant 2015 US$),2927.45043945313
Monaco,MCO,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),146472.677860476
Moldova,MDA,"Inflation, consumer prices (annual %)",2012,4.54633427355303,"Official exchange rate (LCU per US$, period average)",12.1114368159066,GDP per capita (constant 2015 US$),2389.08666147529
Madagascar,MDG,"Inflation, consumer prices (annual %)",2012,5.71384434191048,"Official exchange rate (LCU per US$, period average)",2194.96666666667,GDP per capita (constant 2015 US$),442.641500123543
Maldives,MDV,"Inflation, consumer prices (annual %)",2012,10.8846956585631,"Official exchange rate (LCU per US$, period average)",15.3648353163596,GDP per capita (constant 2015 US$),8907.6613557359
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Inflation, consumer prices (annual %)",2012,4.12321953713944,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),5006.12032400224
Mexico,MEX,"Inflation, consumer prices (annual %)",2012,4.11150981070296,"Official exchange rate (LCU per US$, period average)",13.1694583333333,GDP per capita (constant 2015 US$),9782.51776268033
Marshall Islands,MHL,"Inflation, consumer prices (annual %)",2012,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),3420.91444796671
Middle income,MIC,"Inflation, consumer prices (annual %)",2012,4.52640399783169,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),4095.54004207798
North Macedonia,MKD,"Inflation, consumer prices (annual %)",2012,3.31605566687647,"Official exchange rate (LCU per US$, period average)",47.89025,GDP per capita (constant 2015 US$),4708.05168535923
Mali,MLI,"Inflation, consumer prices (annual %)",2012,5.32312847064055,"Official exchange rate (LCU per US$, period average)",510.556338454251,GDP per capita (constant 2015 US$),787.149724118126
Malta,MLT,"Inflation, consumer prices (annual %)",2012,2.37582057760382,"Official exchange rate (LCU per US$, period average)",0.778338120416812,GDP per capita (constant 2015 US$),21529.492771186
Myanmar,MMR,"Inflation, consumer prices (annual %)",2012,1.46758322674677,"Official exchange rate (LCU per US$, period average)",640.653416666667,GDP per capita (constant 2015 US$),953.123081923425
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Inflation, consumer prices (annual %)",2012,6.51134364308898,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),2827.37163394722
